id,dataset,label_type,superfamily,class,architecture,topology,homologous_superfamily,length
1skzA02,CATH20,superfamily,2.10.22.10,2,10,22,10,62
1sngA01,CATH20,superfamily,2.30.39.10,2,30,39,10,148
1so7A00,CATH20,superfamily,2.120.10.10,2,120,10,10,382
1so9A00,CATH20,superfamily,2.60.370.10,2,60,370,10,144
1sotB01,CATH20,superfamily,2.40.10.10,2,40,10,10,91
1sowB01,CATH20,superfamily,3.40.50.720,3,40,50,720,153
1spiA01,CATH20,superfamily,3.30.540.10,3,30,540,10,209
1sq1A00,CATH20,superfamily,3.60.150.10,3,60,150,10,329
1sqgA01,CATH20,superfamily,1.10.940.10,1,10,940,10,145
1sqhA01,CATH20,superfamily,3.40.630.30,3,40,630,30,181
1sqsA00,CATH20,superfamily,3.40.50.360,3,40,50,360,241
1sqwA02,CATH20,superfamily,2.30.130.10,2,30,130,10,95
1sr4A00,CATH20,superfamily,2.80.10.50,2,80,10,50,167
1sr4B00,CATH20,superfamily,3.60.10.10,3,60,10,10,261
1sr4C00,CATH20,superfamily,2.80.10.50,2,80,10,50,166
1sr8A02,CATH20,superfamily,3.30.2110.10,3,30,2110,10,153
1sr8A03,CATH20,superfamily,3.40.50.10720,3,40,50,10720,90
1sr9B03,CATH20,superfamily,1.10.1220.20,1,10,1220,20,57
1sr9B04,CATH20,superfamily,3.30.160.270,3,30,160,270,120
1sraA00,CATH20,superfamily,1.10.238.10,1,10,238,10,151
1srqD01,CATH20,superfamily,6.10.140.210,6,10,140,210,109
1ss3A00,CATH20,superfamily,1.10.287.720,1,10,287,720,50
1ss4A00,CATH20,superfamily,3.10.180.10,3,10,180,10,153
1ss6A01,CATH20,superfamily,3.30.420.210,3,30,420,210,65
1st0B03,CATH20,superfamily,3.30.428.10,3,30,428,10,119
1st6A02,CATH20,superfamily,1.20.120.810,1,20,120,810,236
1st6A03,CATH20,superfamily,1.20.120.810,1,20,120,810,229
1stfI00,CATH20,superfamily,3.10.450.10,3,10,450,10,98
1stmA00,CATH20,superfamily,2.60.120.220,2,60,120,220,141
1stzA02,CATH20,superfamily,3.30.450.40,3,30,450,40,151
1su0B00,CATH20,superfamily,3.90.1010.10,3,90,1010,10,141
1su3A02,CATH20,superfamily,2.110.10.10,2,110,10,10,200
1suzB00,CATH20,superfamily,3.40.600.10,3,40,600,10,244
1sv0D00,CATH20,superfamily,1.10.150.50,1,10,150,50,82
1sva400,CATH20,superfamily,2.60.175.10,2,60,175,10,343
1svfA00,CATH20,superfamily,1.20.5.300,1,20,5,300,64
1svmA02,CATH20,superfamily,1.20.1050.70,1,20,1050,70,118
1svuA02,CATH20,superfamily,3.90.120.10,3,90,120,10,98
1svvA01,CATH20,superfamily,3.40.640.10,3,40,640,10,264
1sw6A00,CATH20,superfamily,1.25.40.20,1,25,40,20,272
1sxjA01,CATH20,superfamily,3.40.50.300,3,40,50,300,183
1sxjA02,CATH20,superfamily,1.10.8.60,1,10,8,60,72
1sxjA03,CATH20,superfamily,1.20.272.10,1,20,272,10,117
1sxjB03,CATH20,superfamily,1.20.272.10,1,20,272,10,93
1sxjE02,CATH20,superfamily,1.10.8.60,1,10,8,60,64
1sxjH01,CATH20,superfamily,3.10.150.10,3,10,150,10,124
1sxrA00,CATH20,superfamily,3.40.80.10,3,40,80,10,183
1sxwA00,CATH20,superfamily,2.40.128.20,2,40,128,20,184
1szhA01,CATH20,superfamily,1.10.150.360,1,10,150,360,68
1szhA02,CATH20,superfamily,1.10.150.370,1,10,150,370,93
1sziA01,CATH20,superfamily,3.30.720.170,3,30,720,170,78
1sziA02,CATH20,superfamily,1.20.120.340,1,20,120,340,137
1szlA01,CATH20,superfamily,2.20.100.10,2,20,100,10,52
1sznA01,CATH20,superfamily,3.20.20.70,3,20,20,70,315
1sznA02,CATH20,superfamily,2.60.40.1180,2,60,40,1180,102
1szqA01,CATH20,superfamily,1.10.4100.10,1,10,4100,10,341
1t07A00,CATH20,superfamily,1.10.3880.10,1,10,3880,10,94
1t0bA00,CATH20,superfamily,3.40.50.880,3,40,50,880,252
1t0fA01,CATH20,superfamily,3.40.1350.10,3,40,1350,10,162
1t0iA00,CATH20,superfamily,3.40.50.360,3,40,50,360,191
1t0vA01,CATH20,superfamily,2.40.128.20,2,40,128,20,175
1t10A02,CATH20,superfamily,3.40.50.10490,3,40,50,10490,134
1t16A00,CATH20,superfamily,2.40.160.60,2,40,160,60,427
1t1jA00,CATH20,superfamily,3.40.50.10400,3,40,50,10400,125
1t27A00,CATH20,superfamily,3.30.530.20,3,30,530,20,271
1t2pA00,CATH20,superfamily,2.40.260.10,2,40,260,10,146
1t2xA02,CATH20,superfamily,2.130.10.80,2,130,10,80,388
1t33A02,CATH20,superfamily,1.10.357.10,1,10,357,10,162
1t3bA02,CATH20,superfamily,3.40.30.10,3,40,30,10,162
1t3dA01,CATH20,superfamily,1.10.3130.10,1,10,3130,10,140
1t3jA00,CATH20,superfamily,1.20.5.110,1,20,5,110,62
1t3lA01,CATH20,superfamily,2.30.30.40,2,30,30,40,124
1t3qB01,CATH20,superfamily,3.90.1170.50,3,90,1170,50,113
1t3tA04,CATH20,superfamily,3.40.50.880,3,40,50,880,318
1t3uA02,CATH20,superfamily,1.20.5.50,1,20,5,50,56
1t3yA00,CATH20,superfamily,3.40.20.10,3,40,20,10,141
1t4bA02,CATH20,superfamily,3.30.360.10,3,30,360,10,216
1t4lB00,CATH20,superfamily,3.30.160.20,3,30,160,20,90
1t4wA00,CATH20,superfamily,2.60.40.720,2,60,40,720,196
1t50A00,CATH20,superfamily,1.20.1400.10,1,20,1400,10,58
1t5lA01,CATH20,superfamily,3.40.50.300,3,40,50,300,248
1t5yA01,CATH20,superfamily,3.10.450.220,3,10,450,220,92
1t6lA00,CATH20,superfamily,3.70.10.10,3,70,10,10,270
1t6sB02,CATH20,superfamily,1.10.10.10,1,10,10,10,77
1t71A00,CATH20,superfamily,3.60.21.10,3,60,21,10,281
1t72A01,CATH20,superfamily,1.20.58.220,1,20,58,220,117
1t7lB01,CATH20,superfamily,3.20.20.210,3,20,20,210,381
1t7pA02,CATH20,superfamily,1.20.1060.10,1,20,1060,10,182
1t7sA00,CATH20,superfamily,1.20.58.120,1,20,58,120,137
1t8rA01,CATH20,superfamily,3.30.1730.10,3,30,1730,10,172
1t8sA02,CATH20,superfamily,3.40.50.1580,3,40,50,1580,312
1t92A01,CATH20,superfamily,3.30.700.10,3,30,700,10,100
1t94B01,CATH20,superfamily,1.10.150.810,1,10,150,810,100
1t98A01,CATH20,superfamily,1.10.10.10,1,10,10,10,95
1t9bA02,CATH20,superfamily,3.40.50.1220,3,40,50,1220,176
1ta8A01,CATH20,superfamily,1.10.287.610,1,10,287,610,68
1tafA00,CATH20,superfamily,1.10.20.10,1,10,20,10,68
1tbaA00,CATH20,superfamily,1.10.1100.10,1,10,1100,10,67
1tbnA00,CATH20,superfamily,3.30.60.20,3,30,60,20,82
1tbpA01,CATH20,superfamily,3.30.310.10,3,30,310,10,94
1tbxB00,CATH20,superfamily,1.10.10.10,1,10,10,10,99
1tc3C00,CATH20,superfamily,1.10.10.60,1,10,10,60,51
1td2A00,CATH20,superfamily,3.40.1190.20,3,40,1190,20,287
1td6A03,CATH20,superfamily,1.10.472.40,1,10,472,40,96
1tdjA03,CATH20,superfamily,3.40.1020.10,3,40,1020,10,177
1tdzA02,CATH20,superfamily,1.10.8.50,1,10,8,50,139
1te2A02,CATH20,superfamily,1.10.150.240,1,10,150,240,72
1te4A01,CATH20,superfamily,1.25.10.10,1,25,10,10,89
1te5A00,CATH20,superfamily,3.60.20.10,3,60,20,10,257
1texA00,CATH20,superfamily,3.40.50.300,3,40,50,300,265
1tfkA00,CATH20,superfamily,3.10.450.200,3,10,450,200,94
1tfzA01,CATH20,superfamily,3.10.180.10,3,10,180,10,197
1tg6E00,CATH20,superfamily,3.90.226.10,3,90,226,10,205
1tg7A02,CATH20,superfamily,2.102.20.10,2,102,20,10,181
1tg7A03,CATH20,superfamily,2.60.390.10,2,60,390,10,89
1tg7A04,CATH20,superfamily,2.60.120.260,2,60,120,260,170
1tgrA00,CATH20,superfamily,1.10.100.10,1,10,100,10,52
1th0B00,CATH20,superfamily,3.40.395.10,3,40,395,10,226
1thtA00,CATH20,superfamily,3.40.50.1820,3,40,50,1820,305
1ti2A01,CATH20,superfamily,2.20.25.340,2,20,25,340,66
1ti2A02,CATH20,superfamily,3.40.50.740,3,40,50,740,362
1ti2A03,CATH20,superfamily,3.40.228.10,3,40,228,10,292
1ti2A04,CATH20,superfamily,2.40.40.20,2,40,40,20,155
1ti6B02,CATH20,superfamily,3.30.70.20,3,30,70,20,57
1ti8B00,CATH20,superfamily,3.90.20.10,3,90,20,10,172
1tifA00,CATH20,superfamily,3.10.20.80,3,10,20,80,78
1tiyA00,CATH20,superfamily,3.40.140.10,3,40,140,10,163
1tk1A00,CATH20,superfamily,3.40.1500.10,3,40,1500,10,260
1tkeA01,CATH20,superfamily,3.10.20.30,3,10,20,30,64
1tkeA02,CATH20,superfamily,3.30.980.10,3,30,980,10,102
1tkeA03,CATH20,superfamily,3.30.54.20,3,30,54,20,58
1tllA01,CATH20,superfamily,3.40.50.360,3,40,50,360,209
1tltA02,CATH20,superfamily,3.30.360.10,3,30,360,10,197
1tlvA02,CATH20,superfamily,1.10.1790.10,1,10,1790,10,107
1tlyA00,CATH20,superfamily,2.40.230.20,2,40,230,20,278
1tm9A00,CATH20,superfamily,1.10.3960.10,1,10,3960,10,137
1tmf100,CATH20,superfamily,2.60.120.20,2,60,120,20,276
1tmxB00,CATH20,superfamily,2.60.130.10,2,60,130,10,293
1to3A00,CATH20,superfamily,3.20.20.70,3,20,20,70,304
1to6A02,CATH20,superfamily,3.90.1510.10,3,90,1510,10,229
1tocR02,CATH20,superfamily,4.10.410.10,4,10,410,10,58
1tolA01,CATH20,superfamily,2.30.27.10,2,30,27,10,82
1tolA02,CATH20,superfamily,3.30.1150.10,3,30,1150,10,73
1totA00,CATH20,superfamily,3.30.60.90,3,30,60,90,52
1tpmA00,CATH20,superfamily,2.10.70.10,2,10,70,10,50
1tpzA02,CATH20,superfamily,3.40.50.300,3,40,50,300,183
1tr2A04,CATH20,superfamily,1.20.120.230,1,20,120,230,117
1ts5A01,CATH20,superfamily,3.10.20.120,3,10,20,120,123
1tt5B03,CATH20,superfamily,3.10.20.260,3,10,20,260,61
1ttzA00,CATH20,superfamily,3.40.30.10,3,40,30,10,87
1tu3J00,CATH20,superfamily,1.20.5.730,1,20,5,730,61
1tu5A02,CATH20,superfamily,3.10.450.40,3,10,450,40,127
1tuaA01,CATH20,superfamily,3.30.1370.10,3,30,1370,10,84
1tuaA02,CATH20,superfamily,3.30.1370.10,3,30,1370,10,107
1tueD00,CATH20,superfamily,3.40.50.300,3,40,50,300,212
1tuoA03,CATH20,superfamily,3.40.120.10,3,40,120,10,117
1tuwA00,CATH20,superfamily,3.30.70.1090,3,30,70,1090,109
1tuzA00,CATH20,superfamily,1.10.238.110,1,10,238,110,118
1tvgA00,CATH20,superfamily,2.60.120.260,2,60,120,260,153
1tviA00,CATH20,superfamily,3.40.390.30,3,40,390,30,150
1tvlA00,CATH20,superfamily,3.20.20.30,3,20,20,30,394
1tvmA01,CATH20,superfamily,3.40.50.2300,3,40,50,2300,93
1tvsA00,CATH20,superfamily,4.10.210.10,4,10,210,10,75
1twfA05,CATH20,superfamily,1.10.274.100,1,10,274,100,153
1twfB04,CATH20,superfamily,3.90.1110.10,3,90,1110,10,177
1twfB08,CATH20,superfamily,3.90.1800.10,3,90,1800,10,85
1twjA00,CATH20,superfamily,3.30.1280.10,3,30,1280,10,84
1twyA01,CATH20,superfamily,3.40.190.10,3,40,190,10,129
1tx3D00,CATH20,superfamily,3.40.600.10,3,40,600,10,257
1tx4A00,CATH20,superfamily,1.10.555.10,1,10,555,10,198
1tx9A00,CATH20,superfamily,1.10.1850.10,1,10,1850,10,151
1txjA00,CATH20,superfamily,2.170.150.10,2,170,150,10,171
1txkA01,CATH20,superfamily,2.70.98.10,2,70,98,10,376
1txkB02,CATH20,superfamily,2.60.40.10,2,60,40,10,122
1txuA01,CATH20,superfamily,1.10.246.120,1,10,246,120,106
1txuA02,CATH20,superfamily,1.20.1050.80,1,20,1050,80,167
1ty0A02,CATH20,superfamily,2.40.50.110,2,40,50,110,75
1ty0B01,CATH20,superfamily,3.10.20.120,3,10,20,120,136
1tyeA00,CATH20,superfamily,2.130.10.130,2,130,10,130,452
1tygB00,CATH20,superfamily,3.10.20.30,3,10,20,30,66
1tyjA00,CATH20,superfamily,2.60.40.680,2,60,40,680,170
1tz9A00,CATH20,superfamily,3.20.20.150,3,20,20,150,356
1tzfA00,CATH20,superfamily,3.90.550.10,3,90,550,10,259
1tzkC01,CATH20,superfamily,3.40.50.1100,3,40,50,1100,219
1tzpB00,CATH20,superfamily,3.30.1380.10,3,30,1380,10,255
1u02A01,CATH20,superfamily,3.40.50.1000,3,40,50,1000,163
1u04A02,CATH20,superfamily,3.90.70.180,3,90,70,180,117
1u04A03,CATH20,superfamily,3.40.50.2300,3,40,50,2300,215
1u0jA01,CATH20,superfamily,1.10.10.950,1,10,10,950,55
1u0kA01,CATH20,superfamily,3.10.310.10,3,10,310,10,134
1u0lA01,CATH20,superfamily,2.40.50.140,2,40,50,140,72
1u0mA01,CATH20,superfamily,3.40.47.10,3,40,47,10,211
1u0tA01,CATH20,superfamily,3.40.50.10330,3,40,50,10330,135
1u0vB01,CATH20,superfamily,3.40.47.10,3,40,47,10,239
1u11B00,CATH20,superfamily,3.40.50.1970,3,40,50,1970,165
1u14A00,CATH20,superfamily,3.90.950.10,3,90,950,10,172
1u1jA02,CATH20,superfamily,3.20.20.210,3,20,20,210,356
1u2zA01,CATH20,superfamily,1.10.260.170,1,10,260,170,212
1u2zA02,CATH20,superfamily,3.40.50.150,3,40,50,150,180
1u3eM01,CATH20,superfamily,3.90.75.20,3,90,75,20,106
1u3eM02,CATH20,superfamily,1.10.10.10,1,10,10,10,68
1u4cB00,CATH20,superfamily,2.130.10.10,2,130,10,10,348
1u4eA00,CATH20,superfamily,2.60.40.1400,2,60,40,1400,212
1u53A00,CATH20,superfamily,3.40.33.10,3,40,33,10,196
1u58A01,CATH20,superfamily,3.30.500.10,3,30,500,10,142
1u5eA01,CATH20,superfamily,6.10.250.220,6,10,250,220,53
1u5kA02,CATH20,superfamily,1.20.1440.120,1,20,1440,120,125
1u5tA01,CATH20,superfamily,6.10.140.180,6,10,140,180,67
1u5tB01,CATH20,superfamily,1.10.10.10,1,10,10,10,85
1u5uA00,CATH20,superfamily,2.40.180.10,2,40,180,10,374
1u5vA00,CATH20,superfamily,3.20.20.60,3,20,20,60,223
1u60A00,CATH20,superfamily,3.40.710.10,3,40,710,10,310
1u69D00,CATH20,superfamily,3.10.180.10,3,10,180,10,163
1u6mA00,CATH20,superfamily,3.40.630.30,3,40,630,30,199
1u6pA00,CATH20,superfamily,4.10.60.10,4,10,60,10,56
1u6tA00,CATH20,superfamily,3.40.30.10,3,40,30,10,121
1u6zA02,CATH20,superfamily,3.30.420.150,3,30,420,150,179
1u6zA04,CATH20,superfamily,3.30.70.2260,3,30,70,2260,57
1u71A00,CATH20,superfamily,3.40.430.10,3,40,430,10,186
1u7bA00,CATH20,superfamily,3.70.10.10,3,70,10,10,261
1u7gA00,CATH20,superfamily,1.10.3430.10,1,10,3430,10,385
1u7lA01,CATH20,superfamily,3.30.70.1180,3,30,70,1180,119
1u7lA02,CATH20,superfamily,1.20.1460.10,1,20,1460,10,183
1u7nA00,CATH20,superfamily,3.40.718.10,3,40,718,10,332
1u83A00,CATH20,superfamily,3.20.20.70,3,20,20,70,252
1u84A00,CATH20,superfamily,1.10.340.20,1,10,340,20,90
1u89A00,CATH20,superfamily,1.20.120.230,1,20,120,230,139
1u8bA01,CATH20,superfamily,3.40.10.10,3,40,10,10,70
1u8bA02,CATH20,superfamily,1.10.10.60,1,10,10,60,62
1u8sA02,CATH20,superfamily,3.30.70.260,3,30,70,260,104
1u8vB03,CATH20,superfamily,1.20.140.10,1,20,140,10,213
1u8xX01,CATH20,superfamily,3.40.50.720,3,40,50,720,166
1u9pA00,CATH20,superfamily,1.10.1220.10,1,10,1220,10,120
1u9tA01,CATH20,superfamily,3.40.1570.10,3,40,1570,10,180
1uaaA02,CATH20,superfamily,1.10.10.160,1,10,10,160,74
1uaiA00,CATH20,superfamily,2.60.120.200,2,60,120,200,224
1uanA00,CATH20,superfamily,3.40.50.10320,3,40,50,10320,227
1uapA00,CATH20,superfamily,2.40.50.120,2,40,50,120,131
1ub1A00,CATH20,superfamily,3.30.890.10,3,30,890,10,133
1ub2A01,CATH20,superfamily,1.10.520.10,1,10,520,10,200
1ub4A00,CATH20,superfamily,2.30.30.110,2,30,30,110,110
1ub7A01,CATH20,superfamily,3.40.47.10,3,40,47,10,171
1ub9A00,CATH20,superfamily,1.10.10.10,1,10,10,10,100
1uc8A03,CATH20,superfamily,3.30.470.20,3,30,470,20,108
1ucrB00,CATH20,superfamily,1.10.10.10,1,10,10,10,78
1ucuA01,CATH20,superfamily,6.10.280.190,6,10,280,190,68
1ud2A01,CATH20,superfamily,3.20.20.80,3,20,20,80,291
1udsA01,CATH20,superfamily,3.30.230.70,3,30,230,70,243
1udxA01,CATH20,superfamily,2.70.210.12,2,70,210,12,154
1udxA03,CATH20,superfamily,3.30.300.350,3,30,300,350,74
1ue0A00,CATH20,superfamily,3.90.740.10,3,90,740,10,182
1uekA02,CATH20,superfamily,3.30.70.890,3,30,70,890,127
1uf2C02,CATH20,superfamily,2.60.120.170,2,60,120,170,157
1ufaA02,CATH20,superfamily,1.20.1430.10,1,20,1430,10,107
1ufhA00,CATH20,superfamily,3.40.630.30,3,40,630,30,155
1ufoA00,CATH20,superfamily,3.40.50.1820,3,40,50,1820,237
1ufvA02,CATH20,superfamily,3.30.1300.10,3,30,1300,10,99
1ufwA00,CATH20,superfamily,3.30.70.330,3,30,70,330,95
1ug1A00,CATH20,superfamily,2.30.30.40,2,30,30,40,92
1ugiD00,CATH20,superfamily,3.10.450.20,3,10,450,20,84
1uglA00,CATH20,superfamily,3.30.30.70,3,30,30,70,50
1uhwA00,CATH20,superfamily,1.10.10.10,1,10,10,10,109
1uhzA00,CATH20,superfamily,3.30.160.20,3,30,160,20,89
1ui6A00,CATH20,superfamily,1.10.357.10,1,10,357,10,215
1uirA02,CATH20,superfamily,3.40.50.150,3,40,50,150,256
1ujnA02,CATH20,superfamily,1.20.1090.10,1,20,1090,10,177
1ujoA00,CATH20,superfamily,1.10.418.10,1,10,418,10,144
1ukfA00,CATH20,superfamily,3.90.70.20,3,90,70,20,188
1ul5A01,CATH20,superfamily,4.10.1100.10,4,10,1100,10,67
1uliA02,CATH20,superfamily,2.102.10.10,2,102,10,10,127
1ulvA01,CATH20,superfamily,2.70.98.10,2,70,98,10,273
1ulvA04,CATH20,superfamily,2.60.40.1190,2,60,40,1190,247
1umpA01,CATH20,superfamily,1.50.10.20,1,50,10,20,356
1umqA00,CATH20,superfamily,1.10.10.60,1,10,10,60,60
1un2A00,CATH20,superfamily,3.40.30.10,3,40,30,10,197
1ungE00,CATH20,superfamily,1.10.472.10,1,10,472,10,161
1uocB00,CATH20,superfamily,3.30.420.10,3,30,420,10,289
1uokA01,CATH20,superfamily,3.20.20.80,3,20,20,80,410
1uouA01,CATH20,superfamily,1.20.970.10,1,20,970,10,68
1uouA03,CATH20,superfamily,3.90.1170.30,3,90,1170,30,95
1uoyA01,CATH20,superfamily,2.30.130.50,2,30,130,50,57
1upiA00,CATH20,superfamily,2.60.120.10,2,60,120,10,205
1upsB01,CATH20,superfamily,2.60.120.200,2,60,120,200,265
1uptB00,CATH20,superfamily,1.10.220.60,1,10,220,60,60
1uqtA01,CATH20,superfamily,3.40.50.2000,3,40,50,2000,248
1uqtA02,CATH20,superfamily,3.40.50.2000,3,40,50,2000,208
1urjA02,CATH20,superfamily,1.20.190.40,1,20,190,40,217
1urjA03,CATH20,superfamily,1.10.150.560,1,10,150,560,98
1ursA02,CATH20,superfamily,3.40.190.10,3,40,190,10,186
1ursB01,CATH20,superfamily,3.40.190.10,3,40,190,10,186
1uruA01,CATH20,superfamily,1.20.1270.60,1,20,1270,60,211
1us2A01,CATH20,superfamily,2.60.120.260,2,60,120,260,155
1us7B02,CATH20,superfamily,6.10.140.250,6,10,140,250,53
1usgA01,CATH20,superfamily,3.40.50.2300,3,40,50,2300,201
1usuA01,CATH20,superfamily,3.30.230.80,3,30,230,80,174
1usyC00,CATH20,superfamily,3.30.930.10,3,30,930,10,275
1utaA00,CATH20,superfamily,3.30.70.1070,3,30,70,1070,81
1uthA01,CATH20,superfamily,3.40.190.10,3,40,190,10,123
1uucA00,CATH20,superfamily,3.30.60.30,3,30,60,30,55
1uunA02,CATH20,superfamily,2.10.300.10,2,10,300,10,52
1uurA01,CATH20,superfamily,1.20.58.240,1,20,58,240,117
1uurA02,CATH20,superfamily,2.60.40.340,2,60,40,340,133
1uurA03,CATH20,superfamily,1.10.238.10,1,10,238,10,88
1uurA04,CATH20,superfamily,3.30.505.10,3,30,505,10,133
1uv7A00,CATH20,superfamily,3.30.1360.100,3,30,1360,100,88
1uw0A01,CATH20,superfamily,3.30.1740.10,3,30,1740,10,96
1uw1A00,CATH20,superfamily,3.10.450.210,3,10,450,210,80
1uw4B00,CATH20,superfamily,1.25.40.180,1,25,40,180,248
1uw6B00,CATH20,superfamily,2.70.170.10,2,70,170,10,211
1uwkB01,CATH20,superfamily,3.40.1770.10,3,40,1770,10,349
1uwvA02,CATH20,superfamily,3.40.50.150,3,40,50,150,207
1uwyA01,CATH20,superfamily,3.40.630.10,3,40,630,10,296
1ux6A01,CATH20,superfamily,4.10.1080.10,4,10,1080,10,137
1uxyA02,CATH20,superfamily,3.30.43.10,3,30,43,10,66
1uxzA00,CATH20,superfamily,2.60.120.260,2,60,120,260,131
1uyjA01,CATH20,superfamily,3.30.360.60,3,30,360,60,97
1uynX00,CATH20,superfamily,2.40.128.130,2,40,128,130,308
1uyvA01,CATH20,superfamily,3.90.226.10,3,90,226,10,262
1uyvB02,CATH20,superfamily,3.90.226.10,3,90,226,10,292
1uzgA01,CATH20,superfamily,2.60.98.10,2,60,98,10,136
1uzkA02,CATH20,superfamily,3.90.290.10,3,90,290,10,75
1v0fA02,CATH20,superfamily,2.120.10.10,2,120,10,10,361
1v1gA00,CATH20,superfamily,1.10.238.10,1,10,238,10,202
1v1hF01,CATH20,superfamily,2.10.25.20,2,10,25,20,73
1v1qA00,CATH20,superfamily,2.40.50.140,2,40,50,140,124
1v31A00,CATH20,superfamily,1.10.245.10,1,10,245,10,93
1v33A01,CATH20,superfamily,3.90.920.10,3,90,920,10,243
1v43A03,CATH20,superfamily,2.40.50.140,2,40,50,140,68
1v4aA03,CATH20,superfamily,1.20.120.330,1,20,120,330,156
1v4gA01,CATH20,superfamily,6.10.140.800,6,10,140,800,70
1v54I00,CATH20,superfamily,4.10.93.10,4,10,93,10,73
1v5jA00,CATH20,superfamily,2.60.40.10,2,60,40,10,108
1v5pA01,CATH20,superfamily,2.30.29.30,2,30,29,30,103
1v5vA01,CATH20,superfamily,3.30.1360.120,3,30,1360,120,166
1v60A01,CATH20,superfamily,3.30.300.90,3,30,300,90,82
1v61A00,CATH20,superfamily,2.30.29.30,2,30,29,30,132
1v66A00,CATH20,superfamily,1.10.720.30,1,10,720,30,65
1v6zA01,CATH20,superfamily,2.40.240.20,2,40,240,20,66
1v74B00,CATH20,superfamily,1.20.120.650,1,20,120,650,87
1v77A00,CATH20,superfamily,3.20.20.140,3,20,20,140,212
1v7lA01,CATH20,superfamily,3.20.19.10,3,20,19,10,157
1v7mV00,CATH20,superfamily,1.20.1250.10,1,20,1250,10,163
1v7wA01,CATH20,superfamily,2.70.98.40,2,70,98,40,302
1v7wA03,CATH20,superfamily,1.50.10.10,1,50,10,10,415
1v85A00,CATH20,superfamily,1.10.150.50,1,10,150,50,91
1v8dC00,CATH20,superfamily,3.40.50.10360,3,40,50,10360,196
1v8hA00,CATH20,superfamily,2.60.40.10,2,60,40,10,107
1v8oH00,CATH20,superfamily,3.40.50.1010,3,40,50,1010,136
1v97A06,CATH20,superfamily,3.30.365.10,3,30,365,10,292
1v9dC02,CATH20,superfamily,1.20.58.2220,1,20,58,2220,212
1v9hA00,CATH20,superfamily,3.90.730.10,3,90,730,10,197
1v9mA01,CATH20,superfamily,1.10.132.50,1,10,132,50,119
1v9vA01,CATH20,superfamily,1.20.1480.20,1,20,1480,20,95
1v9wA00,CATH20,superfamily,3.40.30.10,3,40,30,10,130
1va6B02,CATH20,superfamily,3.30.590.20,3,30,590,20,447
1vb3A01,CATH20,superfamily,3.90.1380.10,3,90,1380,10,81
1vbfA00,CATH20,superfamily,3.40.50.150,3,40,50,150,231
1vbgA03,CATH20,superfamily,3.30.470.20,3,30,470,20,98
1vcaA02,CATH20,superfamily,2.60.40.10,2,60,40,10,113
1vchD00,CATH20,superfamily,3.40.50.2020,3,40,50,2020,175
1vclA01,CATH20,superfamily,2.80.10.50,2,80,10,50,150
1vcnA01,CATH20,superfamily,3.40.50.300,3,40,50,300,296
1vctA01,CATH20,superfamily,1.20.58.220,1,20,58,220,117
1vcvA00,CATH20,superfamily,3.20.20.70,3,20,20,70,226
1vd6A00,CATH20,superfamily,3.20.20.190,3,20,20,190,224
1vddA03,CATH20,superfamily,3.40.1360.10,3,40,1360,10,92
1vdgA02,CATH20,superfamily,2.60.40.10,2,60,40,10,101
1vdhA01,CATH20,superfamily,3.30.70.1030,3,30,70,1030,123
1vdhA02,CATH20,superfamily,3.30.70.1030,3,30,70,1030,126
1vdiA00,CATH20,superfamily,6.10.250.180,6,10,250,180,52
1vdyA00,CATH20,superfamily,1.25.40.90,1,25,40,90,140
1ve2B02,CATH20,superfamily,3.30.950.10,3,30,950,10,119
1vetA00,CATH20,superfamily,3.30.450.30,3,30,450,30,124
1vf5B02,CATH20,superfamily,1.10.287.980,1,10,287,980,94
1vf5D02,CATH20,superfamily,2.102.10.10,2,102,10,10,130
1vf6A00,CATH20,superfamily,1.10.287.650,1,10,287,650,62
1vf7A03,CATH20,superfamily,1.10.287.470,1,10,287,470,60
1vfiA00,CATH20,superfamily,1.10.246.100,1,10,246,100,95
1vfpB02,CATH20,superfamily,1.20.1110.10,1,20,1110,10,419
1vg0A01,CATH20,superfamily,3.50.50.60,3,50,50,60,217
1vg0A03,CATH20,superfamily,1.10.405.10,1,10,405,10,99
1vgwB00,CATH20,superfamily,3.90.550.10,3,90,550,10,231
1vgxA00,CATH20,superfamily,3.30.1360.80,3,30,1360,80,166
1vh0A00,CATH20,superfamily,3.40.1280.10,3,40,1280,10,161
1vhkB00,CATH20,superfamily,3.40.1280.10,3,40,1280,10,268
1vhoA01,CATH20,superfamily,3.40.630.10,3,40,630,10,256
1vhoA02,CATH20,superfamily,2.40.30.40,2,40,30,40,85
1vi4A00,CATH20,superfamily,3.50.30.40,3,50,30,40,170
1vi7A01,CATH20,superfamily,3.30.230.30,3,30,230,30,137
1vi7A02,CATH20,superfamily,3.30.70.240,3,30,70,240,80
1vibA00,CATH20,superfamily,1.10.287.120,1,10,287,120,55
1vigA00,CATH20,superfamily,3.30.1370.10,3,30,1370,10,71
1vimA00,CATH20,superfamily,3.40.50.10490,3,40,50,10490,200
1vioA01,CATH20,superfamily,3.10.290.10,3,10,290,10,59
1vioA02,CATH20,superfamily,3.30.70.580,3,30,70,580,102
1vj1A01,CATH20,superfamily,3.90.180.10,3,90,180,10,181
1vj7B01,CATH20,superfamily,1.10.3210.10,1,10,3210,10,196
1vjdA01,CATH20,superfamily,3.40.50.1260,3,40,50,1260,186
