id,dataset,label_type,family,length
d3bq9a1,SCOPe-5K,family,3bq9,136
d1rkta2,SCOPe-5K,family,1rkt,123
d1rkta1,SCOPe-5K,family,1rkt,81
d1vyia_,SCOPe-5K,family,1vyi,111
d1h0ka1,SCOPe-5K,family,1h0k,176
d1h0ka2,SCOPe-5K,family,1h0k,189
d2vhea_,SCOPe-5K,family,2vhe,194
d2ew0a1,SCOPe-5K,family,2ew0,175
d1mqva_,SCOPe-5K,family,1mqv,123
d2coba1,SCOPe-5K,family,2cob,63
d6zeqa_,SCOPe-5K,family,6zeq,301
d2h8ea_,SCOPe-5K,family,2h8e,120
d2efva1,SCOPe-5K,family,2efv,82
d2joqa1,SCOPe-5K,family,2joq,86
d3ihya1,SCOPe-5K,family,3ihy,340
d1w55a1,SCOPe-5K,family,1w55,205
d4nima_,SCOPe-5K,family,4nim,267
d1lv3a_,SCOPe-5K,family,1lv3,65
d1s7za_,SCOPe-5K,family,1s7z,106
d1x3da1,SCOPe-5K,family,1x3d,105
d6xrub1,SCOPe-5K,family,6xru,245
d6xrub2,SCOPe-5K,family,6xru,148
d1dcsa_,SCOPe-5K,family,1dcs,311
d2gc6a1,SCOPe-5K,family,2gc6,129
d2gc6a2,SCOPe-5K,family,2gc6,296
d3ij6a1,SCOPe-5K,family,3ij6,302
d6m9za_,SCOPe-5K,family,6m9z,221
d1n91a1,SCOPe-5K,family,1n91,100
d6xvud_,SCOPe-5K,family,6xvu,141
d1wzda_,SCOPe-5K,family,1wzd,209
d2d4pa1,SCOPe-5K,family,2d4p,130
d3lmna_,SCOPe-5K,family,3lmn,132
d1tzyc_,SCOPe-5K,family,1tzy,95
d1tzyd_,SCOPe-5K,family,1tzy,83
d3mnga_,SCOPe-5K,family,3mng,161
d1wwha1,SCOPe-5K,family,1wwh,81
d3ulja_,SCOPe-5K,family,3ulj,87
d4jf8a_,SCOPe-5K,family,4jf8,144
d1sppb_,SCOPe-5K,family,1spp,112
d1wi5a1,SCOPe-5K,family,1wi5,106
d4kd5a_,SCOPe-5K,family,4kd5,229
d1qzga_,SCOPe-5K,family,1qzg,170
d5l9sa_,SCOPe-5K,family,5l9s,326
d2i6ea1,SCOPe-5K,family,2i6e,272
d1ij7a_,SCOPe-5K,family,1ij7,241
d3a2ba_,SCOPe-5K,family,3a2b,392
d3ewoa1,SCOPe-5K,family,3ewo,174
d4ntla_,SCOPe-5K,family,4ntl,242
d1d0da_,SCOPe-5K,family,1d0d,60
d6funa1,SCOPe-5K,family,6fun,112
d1uoha_,SCOPe-5K,family,1uoh,223
d1ml9a_,SCOPe-5K,family,1ml9,284
d1zuja1,SCOPe-5K,family,1zuj,168
d3tdca2,SCOPe-5K,family,3tdc,409
d3tdca1,SCOPe-5K,family,3tdc,324
d3ldfa2,SCOPe-5K,family,3ldf,317
d3ldfa1,SCOPe-5K,family,3ldf,68
d2o6ka1,SCOPe-5K,family,2o6k,70
d2wqma_,SCOPe-5K,family,2wqm,281
d2d59a_,SCOPe-5K,family,2d59,141
d1dd9a_,SCOPe-5K,family,1dd9,314
d1b67a_,SCOPe-5K,family,1b67,68
d2iw1a_,SCOPe-5K,family,2iw1,370
d4ubta1,SCOPe-5K,family,4ubt,268
d2bkla1,SCOPe-5K,family,2bkl,411
d3ndna_,SCOPe-5K,family,3ndn,401
d3dina2,SCOPe-5K,family,3din,198
d3dine_,SCOPe-5K,family,3din,65
d3dind_,SCOPe-5K,family,3din,56
d7cbra_,SCOPe-5K,family,7cbr,321
d2q81a1,SCOPe-5K,family,2q81,113
d1gyoa_,SCOPe-5K,family,1gyo,106
d6ag8a_,SCOPe-5K,family,6ag8,182
d2ofya1,SCOPe-5K,family,2ofy,82
d1bl0a2,SCOPe-5K,family,1bl0,62
d1bl0a1,SCOPe-5K,family,1bl0,54
d2ppxa1,SCOPe-5K,family,2ppx,62
d1dd5a_,SCOPe-5K,family,1dd5,184
d1kjqa3,SCOPe-5K,family,1kjq,206
d1kjqa1,SCOPe-5K,family,1kjq,74
d1kjqa2,SCOPe-5K,family,1kjq,111
d2z7fi_,SCOPe-5K,family,2z7f,50
d2fiya1,SCOPe-5K,family,2fiy,290
d3h4oa_,SCOPe-5K,family,3h4o,172
d1p28a1,SCOPe-5K,family,1p28,117
d2fkia1,SCOPe-5K,family,2fki,118
d6bmaa1,SCOPe-5K,family,6bma,258
d4u9hs_,SCOPe-5K,family,4u9h,265
d2r7da2,SCOPe-5K,family,2r7d,401
d2r7da1,SCOPe-5K,family,2r7d,58
d6cnza_,SCOPe-5K,family,6cnz,161
d2ctea1,SCOPe-5K,family,2cte,81
d3trga_,SCOPe-5K,family,3trg,95
d7acca_,SCOPe-5K,family,7acc,83
d2l3ya_,SCOPe-5K,family,2l3y,184
d4dxwa_,SCOPe-5K,family,4dxw,227
d3f4wa_,SCOPe-5K,family,3f4w,211
d4wwxb3,SCOPe-5K,family,4wwx,167
d4wwxb2,SCOPe-5K,family,4wwx,384
d4wwxx_,SCOPe-5K,family,4wwx,349
d1i6ma_,SCOPe-5K,family,1i6m,326
d1d8wa_,SCOPe-5K,family,1d8w,416
d7nloa_,SCOPe-5K,family,7nlo,289
d3r1ia_,SCOPe-5K,family,3r1i,254
d1buoa_,SCOPe-5K,family,1buo,121
d2vyoa_,SCOPe-5K,family,2vyo,206
d4d9ba_,SCOPe-5K,family,4d9b,328
d2ox6a1,SCOPe-5K,family,2ox6,162
d2h8ga_,SCOPe-5K,family,2h8g,246
d2idla1,SCOPe-5K,family,2idl,112
d7ci0a_,SCOPe-5K,family,7ci0,309
d1ei5a1,SCOPe-5K,family,1ei5,82
d1ei5a2,SCOPe-5K,family,1ei5,103
d1ei5a3,SCOPe-5K,family,1ei5,333
d2v25a_,SCOPe-5K,family,2v25,231
d6riva2,SCOPe-5K,family,6riv,133
d6riva1,SCOPe-5K,family,6riv,84
d6vana_,SCOPe-5K,family,6van,144
d2hfna_,SCOPe-5K,family,2hfn,149
d1rzsa_,SCOPe-5K,family,1rzs,61
d3nara_,SCOPe-5K,family,3nar,70
d2fifb_,SCOPe-5K,family,2fif,59
d1vqsa1,SCOPe-5K,family,1vqs,104
d6yz4a_,SCOPe-5K,family,6yz4,304
d1jmkc_,SCOPe-5K,family,1jmk,230
d1pzxa_,SCOPe-5K,family,1pzx,287
d1nn5a_,SCOPe-5K,family,1nn5,209
d3pc8a_,SCOPe-5K,family,3pc8,97
d3iaca_,SCOPe-5K,family,3iac,469
d1hg8a_,SCOPe-5K,family,1hg8,349
d3epqa2,SCOPe-5K,family,3epq,175
d3epqa1,SCOPe-5K,family,3epq,118
d3gmxa_,SCOPe-5K,family,3gmx,154
d1vdma1,SCOPe-5K,family,1vdm,153
d3n0pb2,SCOPe-5K,family,3n0p,106
d3n0pb1,SCOPe-5K,family,3n0p,100
d3n0pa_,SCOPe-5K,family,3n0p,186
d2no4a1,SCOPe-5K,family,2no4,224
d1mc0a1,SCOPe-5K,family,1mc0,187
d1mc0a2,SCOPe-5K,family,1mc0,154
d1ohta_,SCOPe-5K,family,1oht,174
d1ac5a_,SCOPe-5K,family,1ac5,483
d2v3ka_,SCOPe-5K,family,2v3k,227
d2yuxa1,SCOPe-5K,family,2yux,113
d4c82a_,SCOPe-5K,family,4c82,180
d5e3xa_,SCOPe-5K,family,5e3x,489
d2geca1,SCOPe-5K,family,2gec,138
d5xd7a2,SCOPe-5K,family,5xd7,232
d1xrsb1,SCOPe-5K,family,1xrs,160
d1xrsb2,SCOPe-5K,family,1xrs,52
d2grrb_,SCOPe-5K,family,2grr,157
d1guqa1,SCOPe-5K,family,1guq,176
d1guqa2,SCOPe-5K,family,1guq,171
d6wnza_,SCOPe-5K,family,6wnz,258
d1ub9a_,SCOPe-5K,family,1ub9,100
d1s9ra_,SCOPe-5K,family,1s9r,409
d2cu2a1,SCOPe-5K,family,2cu2,67
d2cu2a2,SCOPe-5K,family,2cu2,268
d3cwna_,SCOPe-5K,family,3cwn,316
d2g1da1,SCOPe-5K,family,2g1d,98
d1udka_,SCOPe-5K,family,1udk,51
d2fdbm1,SCOPe-5K,family,2fdb,147
d1f5ma_,SCOPe-5K,family,1f5m,176
d1zmba1,SCOPe-5K,family,1zmb,282
d1a0aa_,SCOPe-5K,family,1a0a,63
d1uadc_,SCOPe-5K,family,1uad,92
d1wh0a1,SCOPe-5K,family,1wh0,121
d2obba1,SCOPe-5K,family,2obb,122
d1w8ra_,SCOPe-5K,family,1w8r,250
d1m7sa_,SCOPe-5K,family,1m7s,484
d2daka1,SCOPe-5K,family,2dak,50
d2k4ra_,SCOPe-5K,family,2k4r,77
d1a1yi_,SCOPe-5K,family,1a1y,63
d1u0ma1,SCOPe-5K,family,1u0m,200
d1u0ma2,SCOPe-5K,family,1u0m,148
d4ac9a4,SCOPe-5K,family,4ac9,179
d4ac9a3,SCOPe-5K,family,4ac9,116
d4ac9a1,SCOPe-5K,family,4ac9,92
d4ac9a2,SCOPe-5K,family,4ac9,79
d3l18a1,SCOPe-5K,family,3l18,166
d3w1zd_,SCOPe-5K,family,3w1z,110
d1a7sa_,SCOPe-5K,family,1a7s,225
d3m9za_,SCOPe-5K,family,3m9z,124
d2asia_,SCOPe-5K,family,2asi,357
d2fsya1,SCOPe-5K,family,2fsy,280
d1vmja_,SCOPe-5K,family,1vmj,139
d3ga1a_,SCOPe-5K,family,3ga1,113
d2fyxa1,SCOPe-5K,family,2fyx,129
d2yvya1,SCOPe-5K,family,2yvy,127
d2heqa1,SCOPe-5K,family,2heq,65
d3c97a_,SCOPe-5K,family,3c97,120
d1j5ya2,SCOPe-5K,family,1j5y,107
d1j5ya1,SCOPe-5K,family,1j5y,65
d4bd8a_,SCOPe-5K,family,4bd8,160
d1w6ua_,SCOPe-5K,family,1w6u,294
d5xk6a1,SCOPe-5K,family,5xk6,217
d1lxda_,SCOPe-5K,family,1lxd,87
d2rcfa1,SCOPe-5K,family,2rcf,82
d6cw0a_,SCOPe-5K,family,6cw0,104
d3l6xa_,SCOPe-5K,family,3l6x,458
d2oema1,SCOPe-5K,family,2oem,119
d2oemb2,SCOPe-5K,family,2oem,293
d1itua_,SCOPe-5K,family,1itu,369
d1t5oa1,SCOPe-5K,family,1t5o,338
d6s98a_,SCOPe-5K,family,6s98,148
d2hxsa1,SCOPe-5K,family,2hxs,174
d2fnua_,SCOPe-5K,family,2fnu,373
d2rdha1,SCOPe-5K,family,2rdh,88
d2rdha2,SCOPe-5K,family,2rdh,103
d1qsaa1,SCOPe-5K,family,1qsa,450
d1qsaa2,SCOPe-5K,family,1qsa,168
d1w25a3,SCOPe-5K,family,1w25,161
d1w25a1,SCOPe-5K,family,1w25,139
d1w25a2,SCOPe-5K,family,1w25,153
d2h8ua_,SCOPe-5K,family,2h8u,65
d1qo8a1,SCOPe-5K,family,1qo8,101
d1yf9a1,SCOPe-5K,family,1yf9,158
d1gaka_,SCOPe-5K,family,1gak,137
d4lcba_,SCOPe-5K,family,4lcb,270
d1gz6a_,SCOPe-5K,family,1gz6,302
d1s6ya1,SCOPe-5K,family,1s6y,169
d1s6ya2,SCOPe-5K,family,1s6y,270
d2aama1,SCOPe-5K,family,2aam,285
d2e5fa_,SCOPe-5K,family,2e5f,325
d4bgqa_,SCOPe-5K,family,4bgq,294
d2b5dx1,SCOPe-5K,family,2b5d,114
d2b5dx2,SCOPe-5K,family,2b5d,404
d3kzga_,SCOPe-5K,family,3kzg,228
d6u7ja2,SCOPe-5K,family,6u7j,89
d1f9ya_,SCOPe-5K,family,1f9y,158
d3tqra_,SCOPe-5K,family,3tqr,212
d2r7ja2,SCOPe-5K,family,2r7j,142
d2r7ja1,SCOPe-5K,family,2r7j,169
d1j8qa_,SCOPe-5K,family,1j8q,147
d2ajra2,SCOPe-5K,family,2ajr,319
d1s70b_,SCOPe-5K,family,1s70,291
d2in5a1,SCOPe-5K,family,2in5,197
d1k1aa_,SCOPe-5K,family,1k1a,228
d5hj1a_,SCOPe-5K,family,5hj1,97
d6p58a_,SCOPe-5K,family,6p58,150
d3ttva2,SCOPe-5K,family,3ttv,156
d1n52a2,SCOPe-5K,family,1n52,190
d1n52a3,SCOPe-5K,family,1n52,310
d1n52a1,SCOPe-5K,family,1n52,265
d1fo8a_,SCOPe-5K,family,1fo8,343
d4bhxa1,SCOPe-5K,family,4bhx,88
d1ybza1,SCOPe-5K,family,1ybz,74
d2it9a1,SCOPe-5K,family,2it9,122
d1yj5a1,SCOPe-5K,family,1yj5,195
d1yj5a2,SCOPe-5K,family,1yj5,172
d3ktoa_,SCOPe-5K,family,3kto,122
d6zpea1,SCOPe-5K,family,6zpe,121
d5ufta1,SCOPe-5K,family,5uft,143
d1tp6a_,SCOPe-5K,family,1tp6,126
d2pn6a2,SCOPe-5K,family,2pn6,90
d2pn6a1,SCOPe-5K,family,2pn6,60
d2bkma_,SCOPe-5K,family,2bkm,128
d3ezsa1,SCOPe-5K,family,3ezs,373
d1p41a1,SCOPe-5K,family,1p41,73
d1p41a2,SCOPe-5K,family,1p41,202
d1nara_,SCOPe-5K,family,1nar,289
d1z63a1,SCOPe-5K,family,1z63,230
d5x3da_,SCOPe-5K,family,5x3d,126
d2gm5a_,SCOPe-5K,family,2gm5,127
d5hs7a1,SCOPe-5K,family,5hs7,101
d4n68a1,SCOPe-5K,family,4n68,98
d2lvca1,SCOPe-5K,family,2lvc,88
d1g5ta_,SCOPe-5K,family,1g5t,157
d6vloa1,SCOPe-5K,family,6vlo,317
d3ntva_,SCOPe-5K,family,3ntv,211
d2z1na_,SCOPe-5K,family,2z1n,260
d2w0ia_,SCOPe-5K,family,2w0i,135
d1ll8a1,SCOPe-5K,family,1ll8,107
d3cu5a1,SCOPe-5K,family,3cu5,128
d2aioa_,SCOPe-5K,family,2aio,266
d1e6ca_,SCOPe-5K,family,1e6c,170
d1ylea1,SCOPe-5K,family,1yle,338
d2b3na_,SCOPe-5K,family,2b3n,155
d4qhea_,SCOPe-5K,family,4qhe,281
d3q3ya1,SCOPe-5K,family,3q3y,180
d2byca1,SCOPe-5K,family,2byc,136
d2dgsa1,SCOPe-5K,family,2dgs,86
d3bexa2,SCOPe-5K,family,3bex,127
d3bexa1,SCOPe-5K,family,3bex,118
d5csra_,SCOPe-5K,family,5csr,215
d2il5a1,SCOPe-5K,family,2il5,164
d1i42a_,SCOPe-5K,family,1i42,89
d3m5ka_,SCOPe-5K,family,3m5k,168
d6f9ma_,SCOPe-5K,family,6f9m,308
d1nlwa_,SCOPe-5K,family,1nlw,79
d1wjza1,SCOPe-5K,family,1wjz,81
d2fbeb2,SCOPe-5K,family,2fbe,191
d3fdxa1,SCOPe-5K,family,3fdx,140
d1yiba1,SCOPe-5K,family,1yib,61
d2ktea1,SCOPe-5K,family,2kte,144
d3gzya2,SCOPe-5K,family,3gzy,279
d3gzyb_,SCOPe-5K,family,3gzy,186
d3u7qa_,SCOPe-5K,family,3u7q,477
d1exra_,SCOPe-5K,family,1exr,146
d2yc1c_,SCOPe-5K,family,2yc1,65
d1ejfa_,SCOPe-5K,family,1ejf,110
d2v6ba1,SCOPe-5K,family,2v6b,139
d2ra5a1,SCOPe-5K,family,2ra5,180
d2k2ca1,SCOPe-5K,family,2k2c,82
d2k2ca2,SCOPe-5K,family,2k2c,55
d4c1ha_,SCOPe-5K,family,4c1h,222
d3jbre_,SCOPe-5K,family,3jbr,206
d3jbra4,SCOPe-5K,family,3jbr,279
d3jbra1,SCOPe-5K,family,3jbr,313
d3jbra3,SCOPe-5K,family,3jbr,293
d3jbra2,SCOPe-5K,family,3jbr,245
d1jaka2,SCOPe-5K,family,1jak,143
d1jaka1,SCOPe-5K,family,1jak,356
d2ckxa1,SCOPe-5K,family,2ckx,83
d4n6da1,SCOPe-5K,family,4n6d,312
d6jqba1,SCOPe-5K,family,6jqb,357
d6jqba2,SCOPe-5K,family,6jqb,61
d4hs9a_,SCOPe-5K,family,4hs9,287
d3bzca5,SCOPe-5K,family,3bzc,149
d3bzca2,SCOPe-5K,family,3bzc,73
d3bzca4,SCOPe-5K,family,3bzc,94
d3bzca3,SCOPe-5K,family,3bzc,324
d3bzca1,SCOPe-5K,family,3bzc,90
d3hr7a_,SCOPe-5K,family,3hr7,162
d2nwua1,SCOPe-5K,family,2nwu,142
d2ef7a1,SCOPe-5K,family,2ef7,127
d3aevb2,SCOPe-5K,family,3aev,93
d1pl3a_,SCOPe-5K,family,1pl3,186
d3aa0a_,SCOPe-5K,family,3aa0,270
d3c8wa1,SCOPe-5K,family,3c8w,250
d3fv6a_,SCOPe-5K,family,3fv6,145
d1vlia1,SCOPe-5K,family,1vli,72
d1vlia2,SCOPe-5K,family,1vli,295
d2b3wa1,SCOPe-5K,family,2b3w,160
d6n0ka_,SCOPe-5K,family,6n0k,288
d3ltea_,SCOPe-5K,family,3lte,118
d2i9wa1,SCOPe-5K,family,2i9w,113
d5fpwb_,SCOPe-5K,family,5fpw,308
d2jzya_,SCOPe-5K,family,2jzy,104
d4yb6a2,SCOPe-5K,family,4yb6,75
d4zwva1,SCOPe-5K,family,4zwv,369
d1kkha2,SCOPe-5K,family,1kkh,137
d1kkha1,SCOPe-5K,family,1kkh,175
d1s6da_,SCOPe-5K,family,1s6d,103
d3d3ha_,SCOPe-5K,family,3d3h,183
d5xega_,SCOPe-5K,family,5xeg,224
d2i1ya_,SCOPe-5K,family,2i1y,287
d1j8ba_,SCOPe-5K,family,1j8b,92
d2d4ca1,SCOPe-5K,family,2d4c,237
d6jx5a_,SCOPe-5K,family,6jx5,378
d2z6oa_,SCOPe-5K,family,2z6o,166
d1utwa2,SCOPe-5K,family,1utw,138
d1utwa1,SCOPe-5K,family,1utw,294
d3eika2,SCOPe-5K,family,3eik,84
d3eika1,SCOPe-5K,family,3eik,94
d1k8ma1,SCOPe-5K,family,1k8m,84
d7b73a1,SCOPe-5K,family,7b73,224
d1elwa_,SCOPe-5K,family,1elw,117
d4ra0c1,SCOPe-5K,family,4ra0,104
d1ue9a1,SCOPe-5K,family,1ue9,67
d1wm1a_,SCOPe-5K,family,1wm1,313
d6tk6a_,SCOPe-5K,family,6tk6,265
d3biga_,SCOPe-5K,family,3big,324
d1xiwb_,SCOPe-5K,family,1xiw,74
d1xiwa_,SCOPe-5K,family,1xiw,91
d2iz2a1,SCOPe-5K,family,2iz2,236
d2x5na_,SCOPe-5K,family,2x5n,192
d3fvsa_,SCOPe-5K,family,3fvs,419
d1l3ia_,SCOPe-5K,family,1l3i,186
d6kila1,SCOPe-5K,family,6kil,110
d2g17a1,SCOPe-5K,family,2g17,180
d2g17a2,SCOPe-5K,family,2g17,155
d3m8na2,SCOPe-5K,family,3m8n,123
d3m8na1,SCOPe-5K,family,3m8n,79
d4gosa1,SCOPe-5K,family,4gos,114
d2bj7a2,SCOPe-5K,family,2bj7,87
d2bj7a1,SCOPe-5K,family,2bj7,50
d2g2na_,SCOPe-5K,family,2g2n,111
d1vfra_,SCOPe-5K,family,1vfr,217
d1l3pa_,SCOPe-5K,family,1l3p,102
d1xp4a2,SCOPe-5K,family,1xp4,269
d1xp4a1,SCOPe-5K,family,1xp4,93
d2hoqa_,SCOPe-5K,family,2hoq,237
d3boea_,SCOPe-5K,family,3boe,209
d2egza_,SCOPe-5K,family,2egz,219
d6ci8a1,SCOPe-5K,family,6ci8,259
d2geba1,SCOPe-5K,family,2geb,180
d6ltta_,SCOPe-5K,family,6ltt,311
d2igsa1,SCOPe-5K,family,2igs,212
d6yk4a1,SCOPe-5K,family,6yk4,261
d2dxua1,SCOPe-5K,family,2dxu,188
d1pa7a_,SCOPe-5K,family,1pa7,130
d2gnra_,SCOPe-5K,family,2gnr,137
d1rrka1,SCOPe-5K,family,1rrk,287
d1rrka2,SCOPe-5K,family,1rrk,210
d1d4ta_,SCOPe-5K,family,1d4t,104
d1my6a1,SCOPe-5K,family,1my6,88
d1m5ya1,SCOPe-5K,family,1m5y,174
d2yz8a_,SCOPe-5K,family,2yz8,90
d2r42a2,SCOPe-5K,family,2r42,170
d2r42a1,SCOPe-5K,family,2r42,225
d2hona_,SCOPe-5K,family,2hon,454
d1sr2a_,SCOPe-5K,family,1sr2,116
d4dyea2,SCOPe-5K,family,4dye,255
d4dyea1,SCOPe-5K,family,4dye,120
d3hgpa_,SCOPe-5K,family,3hgp,240
d2cxaa1,SCOPe-5K,family,2cxa,232
d3vl9a_,SCOPe-5K,family,3vl9,222
d1p4ta_,SCOPe-5K,family,1p4t,155
d4gwka1,SCOPe-5K,family,4gwk,176
d4gwka2,SCOPe-5K,family,4gwk,293
d3laea1,SCOPe-5K,family,3lae,78
d1oyga_,SCOPe-5K,family,1oyg,440
d6a80a_,SCOPe-5K,family,6a80,234
d3o48a1,SCOPe-5K,family,3o48,123
d1l2ra_,SCOPe-5K,family,1l2r,457
d5uqsa_,SCOPe-5K,family,5uqs,434
d3g8ka_,SCOPe-5K,family,3g8k,127
d1v58a1,SCOPe-5K,family,1v58,169
d1v58a2,SCOPe-5K,family,1v58,60
d2m0ya_,SCOPe-5K,family,2m0y,74
d1owla2,SCOPe-5K,family,1owl,202
d1owla1,SCOPe-5K,family,1owl,271
d1xpna1,SCOPe-5K,family,1xpn,150
d6ts4a_,SCOPe-5K,family,6ts4,236
d6saea_,SCOPe-5K,family,6sae,153
d3l6ea1,SCOPe-5K,family,3l6e,224
d1uc4b_,SCOPe-5K,family,1uc4,178
d1uc4g_,SCOPe-5K,family,1uc4,137
d2a0ba_,SCOPe-5K,family,2a0b,118
d3aaac_,SCOPe-5K,family,3aaa,117
d1z2ua1,SCOPe-5K,family,1z2u,147
d1xtta1,SCOPe-5K,family,1xtt,215
d2f8aa1,SCOPe-5K,family,2f8a,184
d1ry6a_,SCOPe-5K,family,1ry6,330
d7miwa1,SCOPe-5K,family,7miw,462
d1q3ea_,SCOPe-5K,family,1q3e,193
d3v2la1,SCOPe-5K,family,3v2l,119
d1zcza1,SCOPe-5K,family,1zcz,157
d1zcza2,SCOPe-5K,family,1zcz,295
d1gvua_,SCOPe-5K,family,1gvu,330
d2va4a1,SCOPe-5K,family,2va4,92
d2va4a2,SCOPe-5K,family,2va4,98
d1n55a_,SCOPe-5K,family,1n55,249
d4ch0s1,SCOPe-5K,family,4ch0,94
d2koha1,SCOPe-5K,family,2koh,109
d3r4sa2,SCOPe-5K,family,3r4s,198
d2b7ca3,SCOPe-5K,family,2b7c,236
d2b7ca2,SCOPe-5K,family,2b7c,107
d2b7cb_,SCOPe-5K,family,2b7c,90
d1s71a2,SCOPe-5K,family,1s71,57
d1s71a1,SCOPe-5K,family,1s71,233
d5br4a1,SCOPe-5K,family,5br4,383
d1p0ha_,SCOPe-5K,family,1p0h,308
d1k6ka_,SCOPe-5K,family,1k6k,142
d1teaa4,SCOPe-5K,family,1tea,133
d4cvra_,SCOPe-5K,family,4cvr,156
d6ewza_,SCOPe-5K,family,6ewz,202
d2dzna_,SCOPe-5K,family,2dzn,226
d6j33a2,SCOPe-5K,family,6j33,125
d6j33a1,SCOPe-5K,family,6j33,131
d6j33a5,SCOPe-5K,family,6j33,118
d6j33a3,SCOPe-5K,family,6j33,115
d6j9ya1,SCOPe-5K,family,6j9y,400
d3nhea_,SCOPe-5K,family,3nhe,338
d1tl9a_,SCOPe-5K,family,1tl9,321
d2waga1,SCOPe-5K,family,2wag,208
d5vn4a1,SCOPe-5K,family,5vn4,235
d2q4wa1,SCOPe-5K,family,2q4w,205
d2q4wa2,SCOPe-5K,family,2q4w,286
d2i9xa1,SCOPe-5K,family,2i9x,84
d1odha_,SCOPe-5K,family,1odh,158
d2vb1a_,SCOPe-5K,family,2vb1,129
d1l1ja_,SCOPe-5K,family,1l1j,228
d2ia1a1,SCOPe-5K,family,2ia1,165
d2ji7a1,SCOPe-5K,family,2ji7,175
d2ji7a2,SCOPe-5K,family,2ji7,188
d2ji7a3,SCOPe-5K,family,2ji7,196
d1v8ha1,SCOPe-5K,family,1v8h,106
d3hd5a1,SCOPe-5K,family,3hd5,181
d1szia_,SCOPe-5K,family,1szi,226
d7ms7a_,SCOPe-5K,family,7ms7,113
d6i73a1,SCOPe-5K,family,6i73,106
d2huha1,SCOPe-5K,family,2huh,147
d1ofda3,SCOPe-5K,family,1ofd,430
d1ofda1,SCOPe-5K,family,1ofd,268
d1ryia1,SCOPe-5K,family,1ryi,277
d1ryia2,SCOPe-5K,family,1ryi,88
d2idaa1,SCOPe-5K,family,2ida,102
d1dosa_,SCOPe-5K,family,1dos,358
d1kzyc2,SCOPe-5K,family,1kzy,106
d1kzyc1,SCOPe-5K,family,1kzy,153
d4xb6b_,SCOPe-5K,family,4xb6,194
d1x5ka1,SCOPe-5K,family,1x5k,111
d4nv0a_,SCOPe-5K,family,4nv0,299
d1o7ia_,SCOPe-5K,family,1o7i,115
d1k8ba_,SCOPe-5K,family,1k8b,52
d3guya1,SCOPe-5K,family,3guy,219
d1j5va1,SCOPe-5K,family,1j5v,330
d4zkaa_,SCOPe-5K,family,4zka,83
d1wz8a1,SCOPe-5K,family,1wz8,263
d2fcla1,SCOPe-5K,family,2fcl,156
d2nspa_,SCOPe-5K,family,2nsp,342
d2idra_,SCOPe-5K,family,2idr,177
d6i2mb_,SCOPe-5K,family,6i2m,358
d2cs4a1,SCOPe-5K,family,2cs4,82
d3jtga_,SCOPe-5K,family,3jtg,95
d1x4da1,SCOPe-5K,family,1x4d,89
d1et0a_,SCOPe-5K,family,1et0,266
d4b2oa_,SCOPe-5K,family,4b2o,264
d3bz6a1,SCOPe-5K,family,3bz6,84
d3bz6a2,SCOPe-5K,family,3bz6,84
d1ujda1,SCOPe-5K,family,1ujd,104
d5cvda1,SCOPe-5K,family,5cvd,223
d1ne2a_,SCOPe-5K,family,1ne2,197
d3uqza1,SCOPe-5K,family,3uqz,71
d3uqza2,SCOPe-5K,family,3uqz,211
d2j2ja_,SCOPe-5K,family,2j2j,182
d1fjha_,SCOPe-5K,family,1fjh,257
d3op8a1,SCOPe-5K,family,3op8,83
d2ggca_,SCOPe-5K,family,2ggc,263
d2ayha_,SCOPe-5K,family,2ayh,214
d1w7oa_,SCOPe-5K,family,1w7o,118
d4ydea_,SCOPe-5K,family,4yde,303
d1i07a_,SCOPe-5K,family,1i07,59
d1d4oa_,SCOPe-5K,family,1d4o,177
d2p0ma2,SCOPe-5K,family,2p0m,111
d1x3la_,SCOPe-5K,family,1x3l,436
d1soua1,SCOPe-5K,family,1sou,188
d4j9fa_,SCOPe-5K,family,4j9f,62
d2pz4a2,SCOPe-5K,family,2pz4,117
d2pz4a1,SCOPe-5K,family,2pz4,120
d1a5ja2,SCOPe-5K,family,1a5j,55
d5lhxa_,SCOPe-5K,family,5lhx,87
d1ygya3,SCOPe-5K,family,1ygy,78
d1ygya2,SCOPe-5K,family,1ygy,131
d1ygya1,SCOPe-5K,family,1ygy,184
d1ygya4,SCOPe-5K,family,1ygy,135
d5my6a2,SCOPe-5K,family,5my6,157
d5my6a3,SCOPe-5K,family,5my6,166
d6n59a2,SCOPe-5K,family,6n59,83
d6n59a3,SCOPe-5K,family,6n59,365
d6n59a1,SCOPe-5K,family,6n59,125
d1zx3a1,SCOPe-5K,family,1zx3,86
d4in0a_,SCOPe-5K,family,4in0,141
d6j52a_,SCOPe-5K,family,6j52,94
d2cqza_,SCOPe-5K,family,2cqz,173
d1h6ya_,SCOPe-5K,family,1h6y,157
d4xmra1,SCOPe-5K,family,4xmr,245
d1n26a2,SCOPe-5K,family,1n26,102
d1n26a3,SCOPe-5K,family,1n26,104
d1n26a1,SCOPe-5K,family,1n26,93
d1t6sa1,SCOPe-5K,family,1t6s,85
d1t6sa2,SCOPe-5K,family,1t6s,77
d2ct7a1,SCOPe-5K,family,2ct7,73
d1ypzf1,SCOPe-5K,family,1ypz,120
